ProductName,Price,Rate,Review,Summary
"SUJATA by SUJATA Powermatic 900 W Juicer (1 Jar, White)","â?¹5,190",5,Super!,"Very good product, well packed, and easy to use, worth to buy ð???ð???"
Jagjeet 16NOALMWHITE HAND JIUCERS 0 Juicer (Silver),â?¹999,1,Useless product,"It's to  small. Nothing goes inside it's mouth. I have to cut into small small pieces first, probably grind with a mixi first, than only it may work. It's rotating blades are not able to take anything inside. Useless product, waste of money. I am returning it."
"3D METRO SUPER STORE JUICER_Gduumy 1 Juicer,1 Handle,1 Jar,1 Glass 0 Juicer (1 Jar, Green)",â?¹417,5,Simply awesome,"This is really amazing product.... It is easy manual Operation, handy and comfortable to use.... All parts are easily detachable and very easy to install also...as we can detach it easily it is also easy to wash....Its compact form makes it easy to store, pack & carry anywhere...Good to extract juice out of orange, pineapple, grapes, etc... And it also look amazing...I like it..must try..."
"HAVELLS Rigo without jars (0 jars) 500 W Juicer (White, Blue)","â?¹2,590",5,Must buy!,nice juicer mixture grinder.Simply used and average waight. best product in best price.. Thank you Havells and thank you Flipkart...
"GaxQuly Multipurpose Vegetable Fruit Handy Chopper Machine with stainless steel blade Black Dori Pull Hand Master Chopper Manual Quick Onion Chopper for Kitchen 900ml 0 Juicer (1 Jar, Black)",â?¹379,5,Brilliant,Awesome product
"PHILIPS HR1832/00 500 W Juicer (1 Jar, Ink Black)","â?¹6,498",5,Compact,"I was looking after this juicer since months and now when I have this one I can say that it is one of the smoothest juicer I ever encountered,Low noise and fast fruit processing. Excellent working. Easy to assemble and even easier to clean withing minutes.Thanks :)"
"SUPRIMO mixer/juicer/grinder combo 3 jar 750 watt STAR-J3 750 Juicer Mixer Grinder (3 Jars, Blue)","â?¹1,329",5,Awesome,Very nice product
"PHILIPS by Phlips HR1887/81 150 Juicer (1 Jar, White)","â?¹13,049",4,Worth the money,I am loving it..  Good product to use and very simple for clining..   price is at higher side but worth spending on it
PHILIPS by philips HL7577/00 VIVA COLLECTION 600 Juicer (Multicolor),"â?¹3,268",2,Slightly disappointed,"Used for one week.Definately not good for soft juices like anaar and mausami as the wastage is high.Also used for lauki juice. Comparatively wastage is less but still there is considerable amount of wastage.Dismanteling & cleaning is easy. Delivery by flipcart was super, 2 days before the scheduled time. OTP method on prepaid orders is quite good by flipcart. In absence of OTP confirmation, the delivery boy would have thrown it on the society gate and run away.Conclusion: If you know any ..."
"SUJATA POWERMANIC WITH ALUMINIUM BASED COMMERCIAL JUG POWERMATIC 900 Juicer (1 Jar, White)","â?¹5,499",5,Wonderful,Commercial use is my first choice is sujatha
"MAHARAJA WHITELINE Mark1 Classic / JE-106 _ 450 W Juicer (1 Jar, Red, White)","â?¹2,709",1,Very poor,Waste for money.don't buy this productFlipkart should not sell this product Side leakage
AGARO Imperial Slow Juicer_ 240 Juicer (Grey),"â?¹12,999",5,Awesome product,"Truly a cold press juicer, build quality is nice and sturdy. It occupies very less space in the kitchen.. I am using it daily for my morning juice, the pulp coming out is very very dry.. You can hardly squeeze even 1 drop out of that.. Pretty big opening for inserting fruits and veggies too.. It is a good value for money product at a great price..A Must buy for everyone who is health conscious."
"PHILIPS Citrus Press / HR2777 / 00_ 25 Juicer (1 Jar, Black)","â?¹1,383",4,Very Good,Good
"Pigeon Glory 550 W Mixer Grinder (Multicolor, 3 Jars) with IB 3 Ltr Pressure Cooker Special Combo","â?¹2,995",5,Mind-blowing purchase,Perfect product .... But plzz tight the blade screw b4 u use..the screws are not tight.... Other than that the quality of product is really good .. Highly reccommend this product . Thank you flipkart
"Sarika Enterprises Mickey Mouse Shaped Soft Plush Cushion Fabric SofaÂ Â (Finish Color - Black, Pre-assembled)",â‚¹470,5,Must buy!,Useful
"DEMYA KINF OF STEEL Solid wood Desk ChairÂ Â (Finish Color - Multicolor, Pre-assembled)",â‚¹606,5,Brilliant,The quality of the product is good. It is suitable for kids till age of 5 years.Thank you for such a wonderful product Flipkart
"ROYAL TREND Fabric SofaÂ Â (Finish Color - Pink, Pre-assembled)",â‚¹464,5,Fabulous!,It's perfect for 1 or 2  years baby not for 3 for 4... I ordered for maah 1 year sister and it's too good for sitting and also comfortable.. it's a plastic cotton sofa.. I get this as well as seen in the picture.. I'm very happy with this.. so just go and buy it.. tq flipkart
"Rudra creations Metal Desk ChairÂ Â (Finish Color - Blue, DIY(Do-It-Yourself))",â‚¹645,1,Very poor,Size too small as given
"shyokand Fabric SofaÂ Â (Finish Color - Red, Pre-assembled)",â‚¹475,5,Simply awesome,"Thnqq flipkart for lovely sofa ðŸ˜˜ðŸ˜˜â¤ðŸ’–ðŸ’–ðŸ’–ðŸ’–ðŸ’–so cute,  i loved it â¤ðŸ¤—"
"Zoby Fabric SofaÂ Â (Finish Color - Blue, Pre-assembled)",â‚¹799,5,Mind-blowing purchase,As shown in the picture .. Very soft and Comfy product
"Clastik Solid Wood Study TableÂ Â (Finish Color - Multi Color, Pre-assembled)",â‚¹298,4,Nice product,Good product
"HARIOM ALL IN ONE Solid Wood Study TableÂ Â (Finish Color - SPIDERMAN BUILDING, Pre-assembled)",â‚¹517,4,Good choice,Good quality
"CGul Cloth Stand & Cupboard and Almirah Carbon Steel Collapsible Wardrobe Carbon Steel Collapsible WardrobeÂ Â (Finish Color - Maroon, DIY(Do-It-Yourself))","â‚¹1,119",4,Good quality product,Good product i am setisfy but I wish the product quality was a little better.
"SUMITRA ENTERPRISES Soft Plush Cushion Baby Sofa Seat or Rocking Chair for Kids Fabric SofaÂ Â (Finish Color - Red, Pre-assembled)",â‚¹495,4,Good choice,We don't get ribbin in the neck but the product is awesome  and nice
"Pearl World Fabric SofaÂ Â (Finish Color - Glossy, Pre-assembled)",â‚¹678,5,Great product,"I am  worried  about  product, but  product is good. Good stitching ,same  as it's  pic  shown."
"FOZIA Fabric SofaÂ Â (Finish Color - Red, Pre-assembled)",â‚¹489,5,Best in the market!,Very niceâ¤ï¸â¤ï¸
"Nilkamal Plastic ChairÂ Â (Finish Color - PINK, Pre-assembled)",â‚¹513,5,Great product,Excellent chair from Nilkamal brand.  Very strong and sturdy. The legs of the chair Doesn't bend when children drags while sitting on it. Look wise also very nice. I am giving this review after using the chair for almost 6 months and still the color and its shine is same as new.
"NEELAM KAVA002 Metal Desk ChairÂ Â (Finish Color - RED, Pre-assembled)",â‚¹629,5,Just wow!,Very nice ðŸ‘ŒðŸ‘Œ quality ðŸ‘ðŸ‘Œ
"Soaring Engineered Wood Study TableÂ Â (Finish Color - green, DIY(Do-It-Yourself))",â‚¹357,5,Terrific purchase,Nice
"HARIOM ALL IN ONE Solid Wood Study TableÂ Â (Finish Color - KITTY PINK, Pre-assembled)",â‚¹545,5,Excellent,Nice
"Krishna Creation Laptop table 1004 Wood Portable Laptop Table (Finish Color - Black, Pre Assembled) Solid Wood Study TableÂ Â (Finish Color - black, DIY(Do-It-Yourself))",â‚¹499,5,Super!,Good product and using it for multi purpose
"HARIOM ALL IN ONE Solid Wood Study TableÂ Â (Finish Color - ABCD KALAM, Pre-assembled)",â‚¹499,5,Excellent,Nice
"RATNA'S Plastic ChairÂ Â (Finish Color - GREEN, Pre-assembled)",â‚¹849,5,Awesome,Better than
"Demya king of steel Plywood And Metal Study Playing Table Chair Set For Kids(Red) Metal Desk ChairÂ Â (Finish Color - Red, DIY(Do-It-Yourself))",â‚¹629,4,Very Good,"Nice product,,, solid"
"Demya king of steel Solid wood Desk ChairÂ Â (Finish Color - BLUE, Pre-assembled)",â‚¹739,4,Really Nice,Worth for money...
"RATNA'S Plastic ChairÂ Â (Finish Color - Pink, DIY(Do-It-Yourself))",â‚¹849,3,Decent product,The tray part does not get fit well
"HARIOM ALL IN ONE Solid Wood Study TableÂ Â (Finish Color - MOTU PATLU, Pre-assembled)",â‚¹549,5,Excellent,Nice
"HOFFICE Engineered Wood Study TableÂ Â (Wall Mounted, Finish Color - African Oak, DIY(Do-It-Yourself))","â‚¹3,959",1,Horrible,"Installation is not easy and the instruction sheet is absolutely awful. The material quality is quite low,just within 3 days of usage the screws are coming out.Only the looks are good.Please buy at your own risk."
"RATNA'S Plastic ChairÂ Â (Finish Color - BLUE, Pre-assembled)",â‚¹849,5,Awesome,Better than
"Suncrown Furniture Sheesham Wood Solid Wood 2 SeaterÂ Â (Finish Color - Honey Finish, DIY(Do-It-Yourself))","â‚¹2,692",5,Great product,excellent finish and wood. must buy if you need a small bench or can use it as a teapoy. very reasonable pricing. Assembly is easy to be done by yourself.
"TOBY Baby desk, kids study table and chair height adjustable Metal Desk ChairÂ Â (Finish Color - pink, DIY(Do-It-Yourself))","â‚¹3,661",5,Fabulous!,Very nice
"NISE RLDO-500, Trendy & Stylish , Made of MDF engineered wood Desk ChairÂ Â (Finish Color - Red, DIY(Do-It-Yourself))","â‚¹3,035",5,Brilliant,It's very beautiful for kids .my baby is very happy .it's birthday gift by maa &papa.i can't explain that he is found then so happy and excited
"Demya king of steel Solid wood Desk ChairÂ Â (Finish Color - RED, Pre-assembled)",â‚¹777,5,Just wow!,Super
"Alex Daisy Universal Plastic Desk ChairÂ Â (Finish Color - Pink & White, DIY(Do-It-Yourself))","â‚¹9,950",5,Terrific,Excellent product. Nice and sturdy and made of good quality materials. Comes with very handy and cool features which makes this study table a must buy for little ones.
Acnos Wood Portable Laptop TableÂ Â (Finish Color - Pink),â‚¹475,5,Excellent,it's very nice and so helpful for Study.....
"Soaring Kids Study & Play Wooden Adjustable Folding Printed Table and Chair Set for (2 to 6 Year Old) Girls and Boys Baby Solid Wood Activity Table (Finish Color - Red, DIY(Do-It-Yourself)) Solid Wood Activity TableÂ Â (Finish Color - Red, DIY(Do-It-Yourself))",â‚¹699,5,Super!,Nice
"StarAndDaisy Plastic Study TableÂ Â (Finish Color - Pink, DIY(Do-It-Yourself))","â‚¹3,999",5,Perfect product!,Product is really good... I like this very much.. thank you filpkart âœ¨ðŸ¥ºðŸ™ðŸ¥¹ .. keep serving us like this
"Pearl World Soft Plush Cushion Baby Sofa Seat or Rocking Chair for Kids - Best birthday Gift for Kids Fabric SofaÂ Â (Finish Color - Green, Pre-assembled)",â‚¹474,4,Pretty good,"* nice cushion for sitting* good for babies of 5 to 6 months old* Although not fit for older kids, my 5 yr old son enjoys it* Back support is not sturdy (placing it near wall or sofa helps* Not exactly pretty looking.. could have embroided better (photo attached)"
"Supreme Plastic Rocking ChairÂ Â (Finish Color - Red-Yellow, DIY(Do-It-Yourself))",â‚¹949,4,Really Nice,Good
"Hello Baby Fabric SofaÂ Â (Finish Color - sky blue, Pre-assembled)",â‚¹739,5,Mind-blowing purchase,I will clear your doubts.....Go for it....best suitable for 6 months to 2 years kids....very premium quality.....dont go for any negative comments/Reviews....looks exactly as image.
"DDecora Combo Of 450 ML Vegetable Chopper, Stainless-Steel Whisk and Masher(Pack Of 3) Vegetable & Fruit ChopperÂ Â (3)",â‚¹169,5,Terrific purchase,Good product
"MILTON Thermosteel Flip Lid 500 ml FlaskÂ Â (Pack of 1, Silver, Steel)",â‚¹648,5,Awesome,nice it good quality thanks flipkart . good hot water is hot in 24 hours cold water is cold 24 hours continuously. latest good product thank you Flipkart one litre capacity it is with bag carry bag is very nice of Milton.
"ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Max Q) M6500IH-HN702WS Creator LaptopÂ Â (15.6 Inch, Cool Silver, 1.80 Kg, With MS Office)","â‚¹66,990",4,Nice product,"laptop is a great deal in the price range. Worked with Premiere Pro and Adobe Photoshop both render and run super smoothly.(3 month free trail is included for this product) This display is great,the Dolby audio is fantastic and the body is metallic finish. I dont play games so cant say about it.The battery backup is over 4 to 6 hours in normal use. Overall a terrific purchase. I Love It... got a wings"
"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS | X515JA-EJ392WS Thin and Light LaptopÂ Â (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","â‚¹33,990",4,Nice product,"Writing this after using Vivobook 15 for 3 days consecutively.Smooth and FastDisplay 10/10â€¢The Colors, the details and especially the eye care protection feature is a plus point I would like to give. You can work on it like more than 5hrs and its not gonna hurt your eyes trust me.I like everything about this laptop like Premium look, Light weight, fast processor, fast charging support, expandable memory slots but the only thing which I didn't appreciate is the battery backup. Sadly it gi..."
"APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN93HN/AÂ Â (13.3 inch, Silver, 1.29 kg)","â‚¹86,990",4,Value-for-money,"A bit expensive when we compare with  today's intel (11th gen) or AMD (Ryzen 5th gen) based windows Laptops with RTX 30 Graphics but this Apple M1 in terms of overall performance,  it is far beyond what windows laptops can offer in same segment.I won't compare it with windows laptops as we all are aware of it. This is more about M1 chip. People are worried about buying M1 version because of compatibility issues.Don't worry, this processor is so powerful and in terms of compatibility, this ..."
"Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light LaptopÂ Â (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","â‚¹46,999",4,Wonderful,"I got my laptop delivered and this is a solid one.Ryzen 5  does all the normal work very efficiently.It's comes preloaded with windows 11 and Ms office 2021 with lifetime validity and one good thing is that with this laptop is that,that it comes with 2 year warranty.Overall a good experience with this.Build quality is ðŸ‘Speakers are decentDisplay are  avg not like ips but it's normal you can manage itOverall value for money product"
"Lenovo IdeaPad 3 Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 81WQ00MQIN|81WQ00NXIN LaptopÂ Â (15.6 Inch, Platinum Grey, 1.7 Kg, With MS Office)","â‚¹27,490",3,Just okay,No battery backup
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light LaptopÂ Â (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","â‚¹46,990",4,Good quality product,"Every thing is nice and clean, ryzen 5500U provide beast performance while doing heavy tasks in power bi, premiere,ps. ms office is cheery on top for students. The only problem is there is no backlit keyboard, or else it's pretty good you should go for it if you find it near 45-48k."
"HP 14s Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s - dy2507TU Thin and Light LaptopÂ Â (14 inch, Natural Silver, 1.41 Kg, With MS Office)","â‚¹38,990",5,Terrific purchase,I am happy for this product and Flipkart survice is best so I am happy  to Flipkart survice overall this product is best to me
Aero Seeds Aero Seeds 45 Varieties 2700+ seeds(Organic/Hybrid) Fruits & Vegetables Seed with Start your own Garden. SeedÂ Â (4000 per packet),â‚¹184,3,Good,Good
Aero Seeds 40 Varieties of Flower Combo Pack SeedÂ Â (2050 per packet),â‚¹194,5,Highly recommended,"After long 90+ days finally i choose the right product.. I'm very happy to buy this product it did not disappoint me. Flowers give us positive vibes that's why I love gardening and next time i will buy more seeds with different species.And please ignore negative comments i think they do not know ""how to grow plants from seeds step by step"" you first know the process of seedling and have some patience like me.I give 5 out 5 stars. â¤ï¸thanks flipkart.ðŸ‘"
PMW Karakkaya - Harad - Aralu - Inknut - Haritaki - Kadukkai - Harar - Terminalia Chebula - 500g SeedÂ Â (500 per packet),â‚¹163,4,Nice product,It is a nice remdey for dark colours under eye
"AnshiEnterises FLEXIBLE YELLOW HOSE PIPE (ï¿½ï¿½ï¿½ INCH ,12 mm) With Water Spray Gun Hose PipeÂ Â (10 m)",â‚¹544,5,Worth every penny,Value for money product
JSR Organics Kamal SeedÂ Â (20 per packet),â‚¹127,5,Just wow!,Awsome product The seller is 100% genuine Don't go for false review.They don't know how to grow it. Just stick with urban gardening(youtube channel) YouTube videos and u will get 100% result. My plant is 2 months old and such a great growth. Just waiting for flowersEdit: Review after bloom.My plant is 4month old and I got flower on it.Looks impossible to get flower so early on a seed grown lotus but it's true
AGAMI Green 2 Layer Lucky Bamboo plant with Big Round Glass Pot and Colored Jelly Balls SeedÂ Â (1 per packet),â‚¹279,5,Just wow!,Very very good and fresh plant I getting thank you Flipkart I totally satisfy and happy
"GLOBAL GREEN Dragon TreeÂ Â (Hybrid, Pack of 5)",â‚¹154,3,Nice,"It's okay , satisfactory packing , healthy plants ..But i think they are of different varieties.. in picture it is shown as red pulm .. but by looking at its shape of leaves it is white pulm variety.. we will know after 1 or 2 years .. if they stay healthy .. even if only one plant gets success .. and gives even one fruit it will be value for money .."
AGRO ALIVE Red Sandalwood PlantÂ Â (Pack of 1),â‚¹124,5,Classy product,Good
"Cloud Farm Dragon TreeÂ Â (Hybrid, Pack of 3)",â‚¹140,5,Great product,Very nicely packed and plants are healthy and over all very nice product. I'm from BOLANGIR Odisha and i received this product after 5 days from when I ordered it. And the arriving time is also ok.. over all nice product with carefully and nicely packed....
"Kraft Seeds Combo Pack of Cultivation with Heavy Duty Claw Gloves, Multicolour Garden Tool KitÂ Â (4 Tools)",â‚¹369,5,Best in the market!,Excellent qualitymust recommended product for gardening lover.
"pb mandira plant Strawberry PlantÂ Â (Hybrid, Pack of 1)",â‚¹129,5,Super!,Nice ðŸ‘ðŸ‘ðŸ‘ðŸ˜ŠðŸ˜Š
"FasonGreen Guava PlantÂ Â (Hybrid, Pack of 1)",â‚¹118,1,Hated it!,Very bad. Death tree
"VERMI COMPOST 10 Kg of Pure Natural ORGANIC Cow Dung Dry Manure Powder Manure Potting Mixture, Soil, FertilizerÂ Â (10 kg, Powder)",â‚¹95,5,Worth every penny,Feelings is good â˜ºï¸. And I'm so happy for seen & Buy this Product. Whight proper not 10 kg.whight is 9.5 kg .but I'm  so happy ðŸ˜Š. Good  product.  Please all Gardening related peoples buy this product .not a frod please understand.Thank U Flipkart â¤ï¸â¤ï¸
"kariox 10 Kg Vermicompost, Made from Cow Manure, 100% Organic & Natural Plant Nutrient For Home Gardens And Potting Mix Manure (10 kg, Powder) Manure, SoilÂ Â (10 kg, Powder)",â‚¹95,4,Delightful,This Is A Good Product But This Is 20% Vermicompost Or 80% Sand Or Soli?? But I Love This Product I Like It
AnshiEnterises 30 METER METALLIC BLUE HOSE PIPE (Â½â€™â€™ INCH 12 mm) WITH 7 PATTERN WATER SPRAY GUN 30 METER METALLIC BLUE HOSE PIPE (Â½â€™â€™ INCH 12 mm) WITH 7 PATTERN WATER SPRAY GUN Hose PipeÂ Â (30 m),"â‚¹1,249",5,Classy product,Good product ðŸ‘
"ERAWUD Engineered Wood TV Entertainment UnitÂ Â (Finish Color - Black, DIY(Do-It-Yourself))","â‚¹1,804",4,Wonderful,"First of all thank you Flipkart for the best services. Overall Happy With the Product. After installation look is much better. Worth it, you can buy this product if you dont want to spend a lot money for some furniture work."
"PEDPIX PED EWD 60*46 /3 Shelf/Set Top Box Shelf Stand/TV Panel / Cabinet for Home/Living Room/Drwing Room Engineered Wood TV Entertainment UnitÂ Â (Finish Color - VENGE, DIY(Do-It-Yourself))","â‚¹1,799",5,Terrific purchase,Good quality.
"Flipkart Perfect Homes Phonox Engineered Wood TV Entertainment UnitÂ Â (Finish Color - Wenge, Knock Down)","â‚¹5,890",3,Decent product,Everything about this product is good except for the height.. As a layman I will look at the picture to get an idea of the height.. In the picture where a male and female figure is standing near the product gives an impression that the height reaches the waist but in fact the height is only till the knees.. Maybe the dimensions given are correct but as a layman the picture should give a good idea but itâ€™s misleading..
"icrush Set Top Box Stand TV Entertainment Unit Black & red Engineered Wood TV Entertainment UnitÂ Â (Finish Color - Black and white, DIY(Do-It-Yourself))","â‚¹1,709",3,Just okay,Good quality
"Furnifry Wooden Wall Mounted TV Entertainment Unit/TV Stand/TV Cabinet/Set-Top Box Stand Engineered Wood TV Entertainment UnitÂ Â (Finish Color - Grey and White, DIY(Do-It-Yourself))","â‚¹2,970",4,Worth the money,"Delivery -: it happened before estimated Delivery Date. Product Quality -: it is outstanding at this cost, value for money.Packing -: Packing is just Perfect. Other Review -: The side shelves are really very small in size. The fittings of Side panel is perfect. Fittings of Main panel is not so nice, the screws for Main Panel is really small. Suggestion -: Please improve fittings of Main Panel, need some support in Middle too, Thick screw required. Over all it's an outstanding produc..."
"Delite Kom Flex Engineered Wood TV Entertainment UnitÂ Â (Finish Color - Acacia Dark_White, DIY(Do-It-Yourself))","â‚¹5,499",5,Mind-blowing purchase,Super quality I like the product
"GLORIEUX ART Beautiful Antique Wooden Fold-able Side Table/End Table/Stool Living Room Kids Play Furniture Table Round Shape Solid Wood Side TableÂ Â (Finish Color - White, DIY(Do-It-Yourself))",â‚¹470,5,Awesome,"Great, the quality of the wood is good & finishing is also good.. I would have liked it to be a little taller & somekind of mdf/laminate on top for longevity.. And there is very strong mango aroma coming off from the wood, so may be mango wood is used.."
"Furnifry Wooden TV Entertainment Unit/Wall Set Top Box Shelf Stand/TV Cabinet for Wall Engineered Wood TV Entertainment UnitÂ Â (Finish Color - White and Walnut, DIY(Do-It-Yourself))","â‚¹2,969",4,Worth the money,"Delivery -: it happened before estimated Delivery Date. Product Quality -: it is outstanding at this cost, value for money.Packing -: Packing is just Perfect. Other Review -: The side shelves are really very small in size. The fittings of Side panel is perfect. Fittings of Main panel is not so nice, the screws for Main Panel is really small. Suggestion -: Please improve fittings of Main Panel, need some support in Middle too, Thick screw required. Over all it's an outstanding produc..."
"Furnifry Wooden Wall Mounted TV Stand/TV Entertainment Unit/TV Cabinet with Utility Shelves for Set-Top Box & Decorative Objects/Set-Top Box Stand/Ideal for Up to 42""- Accessories Included Engineered Wood TV Entertainment UnitÂ Â (Finish Color - Black and Brown, DIY(Do-It-Yourself))","â‚¹2,969",4,Worth the money,"Delivery -: it happened before estimated Delivery Date. Product Quality -: it is outstanding at this cost, value for money.Packing -: Packing is just Perfect. Other Review -: The side shelves are really very small in size. The fittings of Side panel is perfect. Fittings of Main panel is not so nice, the screws for Main Panel is really small. Suggestion -: Please improve fittings of Main Panel, need some support in Middle too, Thick screw required. Over all it's an outstanding produc..."
"Das Dexter Engineered Wood TV Entertainment UnitÂ Â (Finish Color - Flowery Wenge, DIY(Do-It-Yourself))","â‚¹1,614",5,Awesome,Nice product easy installation and fit for 40 inches TV also looks very nice ðŸ‘Thank you Flipkart!
"Flipkart Perfect Homes Sirena Engineered Wood TV Entertainment UnitÂ Â (Finish Color - Latin Walnut, Knock Down)","â‚¹6,690",5,Terrific purchase,Very nice
"Flipkart Perfect Homes Webster TV Entertainment UnitÂ Â (Finish Color - Wenge, Knock Down)","â‚¹15,490",5,Excellent,"Looks very nice. Jeeves guy came and fitted very next day. Done a good job. Happy to get at a discounted price during Diwali offer. If u r lucky, you will get a furniture with out any damages. But it's worth to buy."
"Furnifry Floating wall mounted tv stand/Set Top Box Holder/TV Unit for living room Engineered Wood TV Entertainment UnitÂ Â (Finish Color - Black & White, DIY(Do-It-Yourself))","â‚¹1,999",5,Simply awesome,"Good product, best quality in affordable price. All information about the product is absolutely correct. I am really happy with this purchase."
"@Home by nilkamal Walton Engineered Wood TV Entertainment UnitÂ Â (Finish Color - Classic Walnut, Knock Down)","â‚¹11,999",5,Great product,Product was delivered on promised date. But the surprise was the call from Jeevs within 5 hours. Installation was done on the same day with professionalism. Product is good for the price (10k} and looks just like the images. Probably one missing feature is a hole behind the middle unit to pass the cables.
"Home Full Bliss Engineered Wood TV Entertainment UnitÂ Â (Finish Color - Wenge, Knock Down)","â‚¹8,890",5,Mind-blowing purchase,Worth the money ! Go ahead without any second thoughts ðŸ˜ŠPerfect for a 65 Inches TV . Also the other cabinets are spacious enough for placing 5.1 Home Theatre Delivery and Installation also went on very well Kudus to the Service â˜ºï¸
"Giftoshopee Wooden & Iron Rocking Chair ,Garden Rocking Chair Solid Wood 1 Seater Rocking ChairsÂ Â (Finish Color - BROWN, DIY(Do-It-Yourself))","â‚¹5,414",5,Mind-blowing purchase,Just awesome I gave this to .my father as a retirement day gift he was very happy on getting this..just a lovely product..
"classiconline Wall Mount Corner 5 Tier Engineered Wood Display UnitÂ Â (Finish Color - Brown, Pre-assembled)",â‚¹792,4,Worth the money,Finishing was good.
"Decorhand Teak Wood Rocking Chair For Living Room / Garden - adults/Grand parents Solid Wood 1 Seater Rocking ChairsÂ Â (Finish Color - Natural, Pre-assembled)","â‚¹9,999",3,Nice,"Overall good.. sturdy, spacious, design is nice... Price is reasonable... looks like real teak wood to me.... but I have only 1 complain... Manufacturer paid little attention in polishing... Polishing is very poor... There are spaces, where polishing is not even done, one can feel the roughness by touching few surfaces... I was satisfied untill i realized polishing is not good enough.. Otherwise it is ok.... If polishing quality could be improved it would be a super product..."
"Artesia Folding Sheesham Wood Relaxing Rest Chair Solid Wood 1 Seater Rocking ChairsÂ Â (Finish Color - Brown, Pre-assembled)","â‚¹4,823",5,Artesia Folding Sheesham Wood Relaxing Chair,This is comfortable and good finished. The wood also seems like SHEESHAM.
"wood city handicrafts wooden round side coffee table ,end table for living room furniture Solid Wood Side TableÂ Â (Finish Color - Brown, Pre-assembled)",â‚¹359,5,Simply awesome,Its a pretty good wodden table. Very good for keeping some vases or some decoration items. It can be folded and not too heavy. I personally loved it.
"CuteKitchen CK ET 66 Lakshman TV unit Engineered Wood TV Entertainment UnitÂ Â (Finish Color - Rosewalnut and frosty white, DIY(Do-It-Yourself))","â‚¹5,022",5,Highly recommended. Must Buy.,Product is Good. Don't expect a best quality. Quality is good as compare to this price segment.Overall I am happy with the product.
Men Regular Fit Black Cotton Blend Trousers,ƒ??409,5,Nan,Color and quality too good????ƒ?
Men Slim Fit Black Cotton Blend Trousers,ƒ??499,5,Nan,Good product ??????¯
SAMSUNG EVO Plus 64 GB MicroSDXC Class 10 95 MB/s  Memory CardÂ Â (With Adapter),â‚¹649,5,Simply awesome,"Total free space available is 59.6 GB. I was able to copy 57.1 GB of data in 39 minutes which means the average speed is around 24-25 Mbps which is actually higher than advertised speeds . Of course the speed may vary on smartphone as I used it on laptop. Also to those who don't know, U1 is mentioned on the SD card which means ultra high speed class one , which is equivalent to class 10 . So don't worry about whether it is a class 10 SD card or not. Overall, great product. ðŸ‘"
"Khadi Cotton Printed Black, White Men Dupatta",â‚¹299,5,Nan,Love â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸
Velvet Self Design Maroon Men Dupatta,â‚¹240,5,Nan,Good
"Viscose Blend Solid, Self Design Beige Men Dupatta",â‚¹369,5,Nan,A attractive attrire to carry with any set of kurta and paijama  a wow product Thank u! NFC Happy to endorse if possible
Art Silk Self Design Gold Men Dupatta,â‚¹237,3,Nan,Good
Viscose Blend Striped Gold Men Dupatta,â‚¹339,5,Nan,Nice one... Product is as in image..
"Velvet Embroidered Gold, Maroon Men Dupatta",â‚¹239,5,Nan,Good
"Velvet Self Design, Embroidered Maroon Men Dupatta",â‚¹423,5,Nan,VERY USEFUL
Velvet Embroidered Maroon Men Dupatta,â‚¹241,4,Nan,good quality......  under expectations.... ðŸ‘ŒðŸ‘ŒðŸ˜
Viscose Blend Striped Grey Men Dupatta,â‚¹339,5,Nan,Nice one... Product is as in image..
Cotton Blend Embellished Maroon Men Dupatta,â‚¹269,5,Nan,Nice
"Viscose Blend Solid, Self Design Black Men Dupatta",â‚¹369,5,Nan,A attractive attrire to carry with any set of kurta and paijama  a wow product Thank u! NFC Happy to endorse if possible
Cotton Blend Embroidered Maroon Men Dupatta,â‚¹259,5,Nan,Nice
"Viscose Blend Solid, Self Design Grey Men Dupatta",â‚¹369,5,Nan,A attractive attrire to carry with any set of kurta and paijama  a wow product Thank u! NFC Happy to endorse if possible
Cotton Blend Embroidered Red Men Dupatta,â‚¹269,5,Nan,Nice
Art Silk Self Design Maroon Men Dupatta,â‚¹262,5,Nan,Good
"Velvet Self Design, Embellished Maroon Men Dupatta",â‚¹359,5,Nan,Very good
